SubjectID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55
MOTION003,-1.5509894081179296,-0.13294506919029297,1.1671581317027246,-1.8661215341783186,1.1714148038221306,-0.039861178317518044,1.2793240628767708,-1.348334635614261,-0.03310011557441844,0.7809837924937765,-0.3528234145113856,0.8308222275089319,-0.1835560928923159,1.3746190002555239,-0.24440733595327394,0.24828407225530524,-1.0475867168160446,1.282976604716865,-0.056383361974334995,0.26326589893576496,-0.6509584025443768,-0.801966379433034,0.48301755772680494,1.0236337821365484,-0.419055723590306,-0.8647607716531054,-0.6397904289565243,0.5462655372499633,1.7710915087589427,0.7630151098636003,0.01231538775753719,0.9373204992121202,-0.1175518970529623,-1.7603055135663892,-1.8203830545219268,-0.35051835295600464,1.7153189418074557,0.41615454053084555,0.10134362580352704,0.16395359503347648,0.7096156898845483,0.2935065518434025,0.15760698013327823,0.13361973643439023,0.7945551980130032,1.0382337704078266,-1.6492730180416377,-1.030065984102651,-1.953817251470592,-0.4476974478628706,-0.745878579485161,0.389285152671082,2.3468583397763507,0.02236957670144162,-0.22674386662601492
MOTION004,0.5669319880883192,-0.6219173329623612,-1.787376074378127,1.5242066073105736,0.40509663797561574,-1.1444765597902906,1.409218346262882,-0.8738717713799911,-0.6996248365910346,-0.00784499981256464,0.5903619893773808,1.2368547336059017,-0.24697445764335976,-0.8869798372527459,0.2842746613813778,-1.4465112457576441,0.37921211242337677,0.8288141627286109,0.06444989780075122,1.4966784014917895,-0.2177695513679649,-0.7739714080138812,0.337312088528578,-0.779345000715975,1.1354737368942924,0.8816565736003591,-0.243544863415922,0.05557008775044222,-0.2609264357166159,2.7201200699681194,-0.6325814146973856,0.17713365901560554,-1.1168397993397863,2.643632526628723,-0.4560485368433572,0.24376250444996742,-0.09505470645840361,0.8129540804808085,1.530993614472621,-1.352007179946643,1.5251033411247383,-0.300304682334213,-0.27636403847237473,0.10083800946895445,-0.2891214630639695,0.8008633333437446,0.3314424327318484,0.5872406832586006,-1.4132823348669694,0.02252783366714925,1.3811036070952902,1.0753340132156595,0.5260698861677037,-0.5860547908816622,-0.7474866187869291
MOTION005,-1.1340025738221164,3.673153413148727,2.714832364463331,2.3138551648667547,-2.2501847495279956,-0.7272061220961937,1.0867442120306263,1.3316525717250958,-0.0925914817623656,-0.28736005940406084,0.642190603386546,-0.2668405564907335,0.33587153549284837,1.2796492932091141,-0.09115399978769993,-1.2940313902814646,-0.44123105785965716,-0.5626894055130646,0.6839733866951425,0.8623605125285286,-0.5276977523613662,-0.11760020061213679,-0.46918452734579147,1.0805638919408875,0.34700954745823664,-0.7847611273193098,0.45218009790929947,-0.24272985644969003,-0.5268436921625201,-0.6930669018216717,0.47469406233275635,-0.41571780663386854,1.4260875717866923,0.774411692362381,-0.1516031743030113,0.10789801089052223,0.4881295422481265,-0.15238390341434502,0.685403901622842,-0.5198270988834331,0.9669281975527766,0.4716018176774022,-0.12270257875075245,-0.311268376356075,-0.7210985029423057,0.8671249575311866,0.0813637781179278,0.05561268271125775,-0.7235642433891061,0.4944735262704823,-0.09957087662846484,-0.08847116600895928,0.02451890743800418,0.6294065067810438,-0.7474866187869291
MOTION009,0.1685256635687413,-0.5701891559362618,-0.3408311400940223,0.4006922920899411,0.6014942908581089,-0.49789000043048726,-0.32138241094529785,-0.3776391204480919,-0.5799981470777601,-0.8012507258762052,-0.9530939831383539,0.24668174376409288,-0.7748710866447963,0.5744866217684237,0.10051803510142474,0.4150697554388636,1.432907954488493,-0.20324284131041367,0.5211757572465225,0.1892425684638932,0.5874077759158741,0.9934636509926228,-1.3256080497303162,0.5102221160266733,-0.29367301421215053,-0.12328139195336091,1.4078155159801178,-0.28879955999922724,0.5491997063424187,-0.49167892636507654,-1.1223379290565634,-2.2146121689877414,0.8314885960680054,-1.4085297826352725,0.7277506757024529,3.0375191857611643,-0.12075372312836466,-1.019561761876271,0.3130301513330686,-2.4020339504981827,1.022786297459554,0.26823059826852735,1.5476652253211618,-0.8186467502255937,1.4054893530787034,1.350889623148603,-0.6784097511310649,-0.21818924648121638,1.1474345357818634,-0.3850660497636623,-0.41119357722933364,1.9838379409593854,0.4861462824456623,-0.441747450219933,0.19385604858087732
MOTION010,-0.6442683928936868,-1.6188633032760515,1.9211196628150045,-2.7509227123213176,-1.0069490490175272,0.07088381698809813,0.9062990346787222,-0.8680349286571941,-1.0440906768361995,1.0124470449622274,0.9657152078454445,0.2452638995002643,0.8428843883328634,-0.4041890637323701,-0.049966900604890015,-1.3423047136361903,0.4471404982250947,-1.3260917572767361,0.9777223983062501,0.13573101793340514,-0.4521747516922016,-0.6877849538034844,0.4886346211477353,-0.09015421914620109,-1.5104738828865605,0.20158337157911813,0.9728806030518393,0.6355396203397279,-0.2261197040393174,-1.315901110157734,1.2307119969627418,-1.5071666224722915,-1.1073610128335685,1.940995415879514,0.5248783497229104,-1.0581864091485182,-0.07765419177451299,-0.35430606804077047,1.3693387598593427,-0.8838646560114534,-1.3880164095205798,-0.1416329929295581,0.26269263256630376,0.877038930716253,-0.01364441491811283,0.3116172803943017,0.44181864514327357,0.0748542526737046,1.0509556219882537,-1.3704339951327846,-0.15509437431660872,1.393689942418477,-0.11131137535685304,0.15591921323281563,0.2739703181440949
MOTION011,2.410308809763709,-0.5320712488917465,0.24222620945575998,0.14087931256505998,-1.3584050895355493,0.18936417560424448,-0.5480220500684599,-1.100203748168795,0.5744440816654852,0.17925108519926558,1.4157443022201504,0.9301967420321302,-1.9817605475090976,0.047959363565869335,-1.2485814633147494,0.07765753707068866,-1.1665766867152174,-1.1685356402607079,0.4487978761078571,-1.8357676909032037,0.6350774550986515,-0.5523459578015069,-0.08171957529200771,1.35661075505243,-0.7887620783273396,1.4721169333217758,0.8638405874352129,-1.0500279786019275,1.929072706005809,1.4896474574534708,0.4391510650182541,0.1842918182401301,0.18821844257171128,0.4058649288911853,0.7898988446157634,-0.3073202659184779,0.031541966233519486,-0.9356991874937252,-0.09051167067962673,0.608673683409302,0.6131627497388428,3.147433598789112,-0.5884981636816097,-0.12603288862616405,0.2527582701868278,0.7309185866070466,-0.13387715047133342,0.5234196212015445,0.035469883433242505,0.6420267012368122,-0.2950801940940521,-0.8699753866051597,-0.01394160102607519,0.3229125233319386,-0.8977008742179621
MOTION014,0.4560328419343273,1.6824977393940375,0.5858236872478212,0.06511207633410629,2.951853908023429,0.4812908416699602,-0.2991523668376954,-1.3295586932634478,-1.7345909108236504,0.31112344361309646,-0.5550479669953572,1.3977372883498373,0.8898564056567336,0.8584530984963825,-1.501717393158128,0.18311326178340526,0.2255147072006024,-0.11501006565872592,0.9692901796866301,-0.5992904532887612,-0.9252692808418512,0.18756463991217667,-0.5969533629207208,0.6786338832468077,0.2389730698913829,0.6786677361098367,-1.3372696523561283,0.12374236026193809,-0.9590114608167875,0.08956871448808751,0.12698028789922425,0.07063013709978566,0.060913767546558334,-0.011735349367884064,-0.0272451198228018,-1.4142655436357499,0.3025251134838958,-0.38149740528453174,-1.0389051138276566,-0.906786218576213,-0.44331345905752556,1.1540434363967262,0.743422934975966,-0.9094216726413158,1.1793370172330513,-1.1395581897078308,2.408283847738227,-0.993656194141615,-0.0001764956567814115,0.9508233741076042,1.5184625086923498,0.8176555849741226,-1.5970592822588587,0.5888553033829689,-1.6087150165915178
MOTION018,0.9559135227775187,0.4827900204750128,0.23341252124833675,-1.059419360411036,-1.569053212769452,-0.3745413001618192,-0.8956716111065203,0.619025925305033,2.291334839526849,0.28925925046994544,-0.7618029169612162,-0.010374855840478366,0.21741649567580343,0.6501000651552856,-0.049875262421519184,-0.26356997485859995,1.5931415075322712,-0.876002330003082,1.9471818218732573,-0.6564045500189649,-2.4920414545915848,-1.1265282106763557,0.37671984541729603,-1.6810990692731445,-0.18615954349854463,-0.6951913780716132,-1.8743086262805,0.6281541887712128,-0.9561284714228115,0.6770546040973752,-1.769790755770984,0.8679664434399793,-1.3018547018338515,-1.3408234131831465,-0.05269723874940758,0.9488393591614549,-0.5459977315264779,-0.8180975346376598,0.8036321665362608,-0.9198962208051874,-0.6202348008518158,0.9542785582340415,-0.5454250383550345,-1.0343297559230964,-0.12617289981330432,-0.014380823869957569,0.4554028209591652,0.09672882731903813,-0.11394844100250316,-0.43792910990779255,0.6107339311552286,-0.8147470024810809,0.8343027150899598,-1.0504562818293226,-1.4985578959420938
MOTION019,0.9750115760917504,-1.0942156766155438,0.07903702618112729,1.6597789491914436,0.7048918099918021,0.8423570634634613,-0.012685360788580883,1.1867498285770899,0.29033656489904097,0.722503683221509,1.2440035261320956,-0.05078790394850387,-1.2303770975497508,0.9353643501068366,0.6389269237548838,0.18079409826822637,-0.6264117798948409,-1.2804061383447933,-2.5837363186575586,-0.7912563950877088,-0.023379447798339063,0.21460038515161903,-0.5852746131901695,1.042192619887544,-0.3384915120821347,-1.5295293031102564,-0.8977714857039495,1.8506467487656555,-0.6284659828922184,-1.0848047753196657,0.27614520186204333,0.7838996671519389,-1.719995940292174,-0.03785127602558616,1.4262835568149677,0.6178533031587442,0.8376990810561723,0.8253957548623806,0.3622125089371574,-1.6239249631798713,0.17015171451574054,0.03855482660841159,-0.6555443386647144,-0.23703880886889553,0.526614767812826,-1.3748072071338928,1.0473552283391316,0.34444229070264587,-1.5879879425739467,-1.5223385714976005,-1.139125280449009,0.6596099364467781,0.21003229466858864,0.8420760001099667,-1.3183007894248542
MOTION020,1.1892492928827219,0.6600502159693262,0.3537761337940837,-1.2452969208069808,-1.4718979953798914,-1.359168492704197,-1.7175829386002555,-0.3839080122171976,-1.078523147888973,0.9407594488002903,-0.5561593454326289,-1.4326619881205525,0.008275399774852622,-1.6109177529838619,1.3031286297158076,-1.648359976553768,0.28945760434522166,1.9332772912980312,-0.6618597174472347,1.388221839582616,-0.8326272696232486,0.4998778803392418,0.8604754829458526,1.3168969514566768,-0.8296582984589106,1.1506979792053713,1.1338510521341056,0.8482456682194769,0.9532868931992683,0.5111408865178938,0.5833091639096449,0.8130642512938061,-0.1904082683852712,-1.05077708687108,0.3245698212220644,0.8345476817967798,-0.3296806907140234,0.682811203870888,-1.6955585783875529,-1.4560527616260512,0.3125871718724651,-0.2052784882116481,-0.8164484701927464,-0.8816473597659962,-0.5230524303723739,-1.5864566271598162,0.39832806522905556,-1.2154652686192808,-0.451924283733766,0.5840492675744097,-0.21950644615216985,0.035347634830338676,-0.534723465574121,0.8742116364487383,-0.997843711171984
